Tag,FICA4601AA,FICA4603AA,TICA4101AC,FICA4101AC,FICA4102AC,ISCA5501AA,A5601_CDE_FORC_COUTEAU
,Flow from hydrocycl1 A4601 (Column 1) to tank A5001,Flow from hydrocycl1 A4603 (Column 2) to tank A5001,Temperature bicarb1ate from Column 1,Direct flow from Column 1 to tank A5001,Direct flow from Column 2 to tank A5001,Status of agitator in tank A5001,Forced moving of cleaner blade in centrifuge - A5601
12/1/17 4:00,3.048563004,3.005591869,67.93079376,24.39860725,22.33132935,1,Null
12/1/17 4:05,3.048563004,3.445679665,67.93079376,24.16618919,25.61496544,1,Null
12/1/17 4:10,3.048563004,4.904695034,67.93079376,21.61906052,22.43037987,1,Null
12/1/17 4:15,14.57382202,3.025618792,67.93079376,25.5534935,25.0332489,1,Null
12/1/17 4:20,3.322747707,3.016473532,67.93079376,22.62599564,24.56133461,1,Null
12/1/17 4:25,3.254124403,3.00732851,67.93079376,23.76782608,25.89984512,1,Null
12/1/17 4:30,3.185501099,2.99818325,67.93079376,23.3180275,25.71326637,1,Null
12/1/17 4:35,3.116877794,2.989038229,67.93079376,25.10899544,25.81298256,1,Null
12/1/17 4:40,3.048254728,3.572134018,67.93079376,23.63649178,24.99632072,1,Null
12/1/17 4:45,2.979631424,4.483192921,67.93079376,23.92751694,21.6288166,1,Null
12/1/17 4:50,13.38356972,3.116292477,67.93079376,23.11740685,23.75374603,1,Null
12/1/17 4:55,3.49237442,3.100858927,67.93079376,23.5560894,26.04188156,1,Null
12/1/17 5:00,3.348411083,3.085425377,67.93079376,21.85846329,24.9856472,1,Null
12/1/17 5:05,3.251545906,3.069992065,67.93079376,21.64069748,26.58500481,1,Null
12/1/17 5:10,3.154680729,3.054558516,67.93079376,21.2409935,25.98558617,1,Null
12/1/17 5:15,3.057815313,3.533673525,67.93079376,25.8789711,27.12388611,1,Null
12/1/17 5:20,2.960950136,4.259475231,67.93079376,24.48901749,21.32428551,1,Null
12/1/17 5:25,14.41219997,2.957758665,67.93079376,27.21755219,23.13643456,1,Null
12/1/17 5:30,3.466475487,2.956715584,67.93328857,22.50839996,25.09134293,1,Null
12/1/17 5:35,3.362971783,2.955672264,67.95596313,22.27429962,26.07137108,1,Null
12/1/17 5:40,3.25946784,2.954629183,67.97863007,19.90674973,22.63616943,1,Null
12/1/17 5:45,3.155964136,2.953586102,68.00130463,22.44742012,24.61096191,1,Null
12/1/17 5:50,3.052460194,3.614315987,68.02397919,24.02087784,23.49658012,1,Null
12/1/17 5:55,2.990462542,4.831365585,68.04665375,23.10966301,23.01487541,1,Null
12/1/17 6:00,14.52478313,3.074104309,68.06932068,23.48723602,21.89718819,1,Null
12/1/17 6:05,3.394811869,3.095382452,68.09199524,22.18789864,22.73830032,1,Null
12/1/17 6:10,3.327701569,3.116660595,68.10960388,23.02185249,26.28621864,1,Null
12/1/17 6:15,3.26059103,3.137938738,68.10960388,23.11706161,27.33893204,1,Null
12/1/17 6:20,3.193480492,3.159216881,68.10960388,24.67876625,24.19223976,1,Null
12/1/17 6:25,3.126369953,3.416225433,68.10960388,28.29399109,26.07574463,1,Null
12/1/17 6:30,3.059259415,4.180995941,68.10960388,26.06115341,24.72054291,1,Null
12/1/17 6:35,14.94330883,2.937690496,68.10960388,21.47865295,26.18675041,1,Null
12/1/17 6:40,3.473245382,2.938435793,68.10960388,20.91887665,23.1045208,1,Null
12/1/17 6:45,3.126923323,2.939181328,68.10960388,24.4080658,26.21124077,1,Null
12/1/17 6:50,3.016929626,2.939926624,68.10960388,24.46995735,23.75857925,1,Null
12/1/17 6:55,3.019860983,2.940672159,68.10960388,22.19237328,22.68869781,1,Null
12/1/17 7:00,3.022792339,3.62285614,68.10960388,25.21826935,25.47522163,1,Null
12/1/17 7:05,3.025723696,5.104286194,68.10960388,24.97250557,22.52836227,1,Null
12/1/17 7:10,15.11111355,3.175461054,68.10960388,22.9819603,22.41390419,1,Null
12/1/17 7:15,3.85545969,3.135920048,68.10960388,23.25599289,25.29933929,1,Null
12/1/17 7:20,3.33645606,3.096379042,68.10960388,22.37105751,26.13682747,1,Null
12/1/17 7:25,3.268757582,3.056838274,68.10960388,23.16209412,24.4172287,1,Null
12/1/17 7:30,3.201059341,3.017297268,68.10960388,20.98469162,23.63853836,1,Null
12/1/17 7:35,3.133361101,3.577231646,68.10960388,21.63084412,25.73674774,1,Null
12/1/17 7:40,3.065662861,5.447195053,68.10960388,25.37996292,24.13857651,1,Null
12/1/17 7:45,15.73030663,2.895809889,68.10960388,22.97329903,25.36909485,1,Null
12/1/17 7:50,3.477467537,2.906375647,68.10960388,23.09533691,27.13530922,1,Null
12/1/17 7:55,3.193431377,2.916941404,68.10960388,23.3963604,24.33563805,1,Null
12/1/17 8:00,3.004074097,2.927507401,68.10960388,23.5201931,24.64255905,1,Null
12/1/17 8:05,3.004074097,2.938073158,68.10960388,24.48092079,24.9890461,1,Null
12/1/17 8:10,3.004074097,3.703902721,68.07138824,23.98511505,23.69587326,1,Null
12/1/17 8:15,3.004074097,4.86066103,67.93806458,24.54999161,21.74485397,1,Null
12/1/17 8:20,14.43535614,2.973864555,67.80474091,24.24744415,29.21018028,1,Null
12/1/17 8:25,3.465219498,2.976322412,67.67142487,21.3044796,25.40176964,1,Null
12/1/17 8:30,3.375071287,2.978780031,67.5381012,19.3921814,26.59490776,1,Null
12/1/17 8:35,3.284923315,2.98123765,67.40478516,27.76391983,25.25113869,1,Null
12/1/17 8:40,3.194775343,2.983695507,67.27146149,23.69677544,26.05565834,1,Null
12/1/17 8:45,3.104627371,3.49463892,67.13813782,21.73925591,22.88344193,1,Null
12/1/17 8:50,3.014479399,4.929468155,67.10347748,22.79485321,21.0907917,1,Null
12/1/17 8:55,15.87953472,4.170152664,67.10347748,22.64778519,21.95809746,1,Null
12/1/17 9:00,3.50413537,3.410837173,67.10347748,26.20743752,24.48675537,1,Null
12/1/17 9:05,3.146719456,3.108783245,67.10347748,20.46063805,22.17386627,1,Null
12/1/17 9:10,3.089532852,3.063939095,67.10347748,23.7031517,24.53623772,1,Null
12/1/17 9:15,3.089532852,3.019094944,67.10347748,21.65160179,24.88864708,1,Null
12/1/17 9:20,3.089532852,3.588662624,67.10347748,24.70346451,25.92803955,1,Null
12/1/17 9:25,3.089532852,4.607679367,67.10347748,27.20529175,24.04509735,1,Null
12/1/17 9:30,15.79385757,3.009595871,67.10347748,21.87543869,24.71842003,1,Null
12/1/17 9:35,3.60013175,3.009595871,67.10347748,22.96853447,23.81668472,1,Null
12/1/17 9:40,3.380364895,3.009595871,67.10347748,21.89846992,25.45406723,1,Null
12/1/17 9:45,3.248261929,3.009595871,67.10347748,23.79252434,25.78860664,1,Null
12/1/17 9:50,3.116158962,3.009595871,67.0556488,24.43583679,25.15544319,1,Null
12/1/17 9:55,3.040517569,3.643995762,66.98389435,20.75185013,23.57939148,1,Null
12/1/17 10:00,2.968267918,3.959104061,66.91214752,27.45586205,23.16025352,1,Null
12/1/17 10:05,16.17123795,3.180094957,66.8404007,24.34143639,24.4077549,1,Null
12/1/17 10:10,3.347738028,3.142104387,66.76864624,20.81127548,22.60740089,1,Null
12/1/17 10:15,3.294430971,3.104113817,66.69689941,21.47471428,24.96147537,1,Null
12/1/17 10:20,3.241123915,3.066123009,66.62515259,24.15620422,24.20803833,1,Null
12/1/17 10:25,3.187816858,3.028132439,66.55340576,23.1323719,24.93589211,1,Null
12/1/17 10:30,3.134509802,3.661571503,66.48165894,26.21069717,23.7005024,1,Null
12/1/17 10:35,3.754279375,3.697986603,66.40990448,26.16839409,24.78575706,1,Null
12/1/17 10:40,16.74184799,3.577803612,66.33815765,26.29363632,26.30836868,1,Null
12/1/17 10:45,3.25983429,3.457620859,66.14149475,31.23548126,24.36367226,1,Null
12/1/17 10:50,3.138425589,3.337437868,66.29070282,24.93400002,24.15123367,1,Null
12/1/17 10:55,3.017016888,3.217255116,66.43990326,20.2712574,24.69002151,1,Null
12/1/17 11:00,3.013298512,3.097072124,66.5891037,24.91975975,23.42394829,1,Null
12/1/17 11:05,3.029808044,3.741622925,66.73831177,25.06023407,23.98436928,1,Null
12/1/17 11:10,3.046317577,3.603604794,66.88751221,24.36637878,21.49007988,1,Null
12/1/17 11:15,16.40267372,2.973740339,67.03671265,25.63518143,26.42033195,1,Null
12/1/17 11:20,3.533339024,3.011019945,67.11778259,21.70106316,22.76724243,1,Null
12/1/17 11:25,3.223303556,3.048299551,67.11778259,25.11415863,28.58974266,1,Null
12/1/17 11:30,2.941624165,3.085579157,67.11778259,26.43702888,27.61838913,1,Null
12/1/17 11:35,2.897425175,3.122858763,67.11778259,25.89273643,25.50469398,1,Null
12/1/17 11:40,2.95556879,3.747024536,67.11778259,24.78344345,25.88599396,1,Null
12/1/17 11:45,3.028326511,5.204401016,67.11778259,22.31822205,21.00643158,1,Null
12/1/17 11:50,16.15380096,2.970492601,67.11778259,25.42839813,23.4255867,1,Null
12/1/17 11:55,3.485867739,3.026315928,67.11778259,21.49063873,23.86035919,1,Null
12/1/17 12:00,3.339808226,3.082139254,67.11778259,25.67108727,25.873106,1,Null
12/1/17 12:05,3.193748713,3.13796258,67.11778259,20.46160889,24.86579895,1,Null
12/1/17 12:10,3.047689438,3.193785667,67.11778259,24.19032478,26.38701439,1,Null
12/1/17 12:15,2.986112595,3.676017284,67.11778259,24.77017212,23.30804443,1,Null
12/1/17 12:20,3.072515488,3.63625145,67.11778259,25.72819138,21.0294342,1,Null
12/1/17 12:25,16.12402534,3.090019703,67.11778259,25.80953026,27.41542435,1,Null
12/1/17 12:30,3.405862331,3.121361256,67.11778259,23.35231018,26.19816208,1,Null
12/1/17 12:35,3.343338251,3.152703047,67.11778259,24.26277542,25.30786896,1,Null
12/1/17 12:40,3.280814409,3.184044838,67.11778259,20.67944717,22.8058815,1,Null
12/1/17 12:45,3.218290329,3.215386629,67.11778259,24.13026237,27.70215607,1,Null
12/1/17 12:50,3.155766249,3.569015503,67.11778259,24.35196114,24.30400848,1,Null
12/1/17 12:55,3.093242168,3.712803364,67.11778259,23.05351067,24.43749619,1,Null
12/1/17 13:00,15.70148659,3.215369463,67.11778259,23.96054268,25.32390785,1,Null
12/1/17 13:05,3.393579245,3.215408325,67.11778259,23.59443474,23.3543396,1,Null
12/1/17 13:10,3.301556826,3.215447187,67.11778259,21.66211891,25.64810753,1,Null
12/1/17 13:15,3.209534645,3.21548605,67.11778259,25.49291229,26.74679375,1,Null
12/1/17 13:20,3.117512465,3.215524912,67.11778259,24.02258492,27.30673981,1,Null
12/1/17 13:25,3.025490046,3.811854839,67.11778259,25.04297447,23.29617691,1,Null
12/1/17 13:30,2.933467865,3.522570133,67.11778259,23.99412155,21.96697235,1,Null
12/1/17 13:35,15.47974205,3.110834122,67.11778259,23.01594353,26.34867096,1,Null
12/1/17 13:40,3.523271799,3.11863637,67.11778259,18.97610855,24.14392662,1,Null
12/1/17 13:45,3.190382957,3.126438856,67.11778259,23.38992119,25.08656311,1,Null
12/1/17 13:50,3.214877129,3.134241104,67.11778259,25.09953499,24.22013092,1,Null
12/1/17 13:55,3.239371538,3.142043352,67.11778259,23.99544144,26.48404503,1,Null
12/1/17 14:00,3.263865948,3.581870079,67.11778259,24.75281715,25.73343468,1,Null
12/1/17 14:05,3.288360357,3.649220467,67.11778259,24.38684082,23.44497871,1,Null
12/1/17 14:10,15.15196323,3.206877232,67.11778259,26.30587196,24.66795921,1,Null
12/1/17 14:15,3.506810188,3.170494795,67.11778259,21.61858559,26.63490677,1,Null
12/1/17 14:20,3.277948856,3.13411212,67.11778259,21.93856049,24.79154587,1,Null
12/1/17 14:25,3.206601858,3.097729683,67.11778259,22.28589249,23.63724518,1,Null
12/1/17 14:30,3.135254622,3.061347008,67.11778259,21.68309593,25.26140594,1,Null
12/1/17 14:35,3.063907385,3.916723728,67.11778259,23.45014763,24.88160324,1,Null
12/1/17 14:40,2.992560387,4.967227936,67.11778259,25.07904816,23.01715851,1,Null
12/1/17 14:45,15.54085255,4.620619774,67.11778259,23.38860321,25.03868866,1,Null
12/1/17 14:50,3.454914093,4.274011612,67.11778259,21.95637131,25.7895031,1,Null
12/1/17 14:55,3.225146294,3.927403927,67.11778259,21.62876892,25.39993668,1,Null
12/1/17 15:00,3.002271652,3.580795765,67.11778259,24.7421093,25.49594307,1,Null
12/1/17 15:05,3.002271652,3.234187841,67.11778259,24.04394341,23.44417,1,Null
12/1/17 15:10,3.002271652,3.926673889,67.11778259,25.57170105,24.78916359,1,Null
12/1/17 15:15,3.002271652,3.577596664,67.11778259,24.17192459,23.62999725,1,Null
12/1/17 15:20,14.9329958,3.23280859,67.11778259,22.08727455,24.64459419,1,Null
12/1/17 15:25,3.510133028,3.197270632,67.45500183,21.32238388,24.39090919,1,Null
12/1/17 15:30,3.396072149,3.161732912,67.61846161,24.2638588,25.68477631,1,Null
12/1/17 15:35,3.282011271,3.126195192,67.61846161,23.6164856,26.80451393,1,Null
12/1/17 15:40,3.167950392,3.090657234,67.61846161,24.85102463,24.54154968,1,Null
12/1/17 15:45,3.053889275,4.2280159,67.61846161,25.54789734,24.02370262,1,Null
12/1/17 15:50,2.939828396,4.869809151,67.61846161,23.96772766,22.69192314,1,Null
12/1/17 15:55,14.23343277,3.018549681,67.61846161,22.35277748,23.68716621,1,Null
12/1/17 16:00,3.598704338,3.054896832,67.61846161,20.18146515,25.34540749,1,Null
12/1/17 16:05,3.336118698,3.091244221,67.61846161,24.826931,25.58556366,1,Null
12/1/17 16:10,3.265875101,3.127591372,67.61846161,23.1628952,22.37248039,1,Null
12/1/17 16:15,3.195631266,3.163938761,67.61846161,22.5996685,22.82438278,1,Null
12/1/17 16:20,3.12538743,3.73112011,67.61846161,23.8234024,25.25018311,1,Null
12/1/17 16:25,3.055143833,3.864138603,67.61846161,26.17317963,23.76515388,1,Null
12/1/17 16:30,15.30357647,3.114882946,67.61846161,22.4920311,25.39441872,1,Null
12/1/17 16:35,3.406976223,3.127591372,67.61846161,22.41991234,26.96994972,1,Null
12/1/17 16:40,3.324758053,3.140299559,67.61846161,26.90503311,23.94091225,1,Null
12/1/17 16:45,3.242540121,3.153007746,67.61846161,22.15272713,24.73749161,1,Null
12/1/17 16:50,3.160321951,3.165715933,67.61846161,21.9220314,25.69581795,1,Null
12/1/17 16:55,3.078103781,3.875740528,67.61846161,26.64270401,24.1183815,1,Null
12/1/17 17:00,2.995885849,4.288054466,67.61846161,24.5387249,22.67748642,1,Null
12/1/17 17:05,15.40526772,3.118671656,67.61846161,21.88237762,24.6323967,1,Null
12/1/17 17:10,3.730854511,3.136330605,67.61846161,21.95261002,25.51132965,1,Null
12/1/17 17:15,3.369199514,3.153989553,67.61846161,22.88817406,24.32787132,1,Null
12/1/17 17:20,3.277359247,3.171648502,67.61846161,25.05457115,25.60411453,1,Null
12/1/17 17:25,3.18551898,3.18930769,67.61846161,22.65410042,24.67038536,1,Null
12/1/17 17:30,3.093678713,3.944961548,67.61846161,24.70907974,25.07508087,1,Null
12/1/17 17:35,3.249714136,3.812732458,67.61846161,25.32141876,24.36018372,1,Null
12/1/17 17:40,13.37107754,3.156757593,67.61846161,21.74718475,23.89280319,1,Null
12/1/17 17:45,3.312810183,3.126538277,67.61846161,24.99603653,24.1354351,1,Null
12/1/17 17:50,3.314092159,3.096318722,67.61846161,23.72398186,26.02926636,1,Null
12/1/17 17:55,3.315374374,3.066099405,67.61846161,24.43196487,25.1429882,1,Null
12/1/17 18:00,3.316656351,3.035880089,67.61846161,22.10448456,27.37009048,1,Null
12/1/17 18:05,3.317938566,4.587658882,67.61846161,22.92101479,25.31484413,1,Null
12/1/17 18:10,3.319220543,5.114134789,67.61846161,25.96015549,20.58507347,1,Null
12/1/17 18:15,14.72492123,3.892663002,67.61846161,23.84455872,26.6907959,1,Null
12/1/17 18:20,3.411023855,3.138047457,67.61846161,24.90399933,25.27808952,1,Null
12/1/17 18:25,3.308020592,3.093524694,67.61846161,23.11645508,25.79262924,1,Null
12/1/17 18:30,3.205017567,3.049001694,67.60826874,20.4077816,24.22670555,1,Null
12/1/17 18:35,3.102014542,3.004478693,67.57859039,23.08235168,28.29525375,1,Null
12/1/17 18:40,2.999011278,4.623327255,67.54891205,24.95097923,25.207901,1,Null
12/1/17 18:45,3.209733963,4.405994415,67.52071381,24.13817406,22.44230652,1,Null
12/1/17 18:50,15.74740601,3.940698624,67.52071381,22.32616043,24.26924706,1,Null
12/1/17 18:55,3.489145756,3.475402594,67.52071381,22.21268654,24.55207825,1,Null
12/1/17 19:00,3.173054218,3.155782938,67.52071381,23.41055489,24.86801147,1,Null
12/1/17 19:05,3.042810202,3.106705189,67.52071381,25.21216774,25.29885483,1,Null
12/1/17 19:10,3.036464453,3.057627439,67.52071381,24.59237099,26.20481682,1,Null
12/1/17 19:15,3.030118704,4.021457195,67.52071381,24.80132294,24.72110748,1,Null
12/1/17 19:20,3.023773193,3.879175186,67.52071381,22.94801903,21.86886024,1,Null
12/1/17 19:25,15.44651222,3.235321522,67.52071381,24.57815742,24.29889679,1,Null
12/1/17 19:30,3.458871126,3.213696241,67.52071381,19.78418732,24.66108894,1,Null
12/1/17 19:35,3.381382704,3.192070723,67.52071381,25.48116684,28.3286705,1,Null
12/1/17 19:40,3.303894043,3.170445442,67.52071381,24.88792801,25.99537086,1,Null
12/1/17 19:45,3.226405621,3.148819923,67.52071381,25.76881409,26.55444336,1,Null
12/1/17 19:50,3.14891696,3.409506321,67.52071381,20.78322983,22.12679863,1,Null
12/1/17 19:55,3.071428537,3.717065573,67.52071381,22.75762939,21.95628357,1,Null
12/1/17 20:00,13.19835091,3.417956114,67.52071381,23.71811485,24.10054016,1,Null
12/1/17 20:05,3.497601271,3.325025797,67.52071381,22.7075386,24.26622009,1,Null
12/1/17 20:10,3.309322357,3.23209548,67.52071381,22.42319489,25.05682182,1,Null
12/1/17 20:15,3.121043444,3.139165163,67.52071381,23.37134171,26.1105175,1,Null
12/1/17 20:20,2.932764292,3.046235085,67.52071381,22.81861877,26.19519043,1,Null
12/1/17 20:25,3.02196312,3.720205545,67.52071381,21.76499939,24.8515625,1,Null
12/1/17 20:30,3.251992226,3.856385708,67.52071381,25.27582932,23.76450348,1,Null
12/1/17 20:35,15.11150932,3.305054188,67.52071381,23.20292282,23.96907997,1,Null
12/1/17 20:40,3.379876375,3.251544476,67.52071381,22.48996735,23.25489426,1,Null
12/1/17 20:45,3.302671671,3.198034525,67.52071381,25.33951759,25.69499207,1,Null
12/1/17 20:50,3.225466967,3.144524574,67.5140152,24.33118057,25.96068764,1,Null
12/1/17 20:55,3.148262262,3.091014624,67.50626373,24.13081169,25.97735977,1,Null
12/1/17 21:00,3.063677549,3.756222486,67.49851227,24.37590218,24.72754478,1,Null
12/1/17 21:05,2.94128871,3.798514843,67.49075317,23.80589294,20.37107086,1,Null
12/1/17 21:10,11.89027786,3.507855177,67.48300171,22.18061066,23.42271423,1,Null
12/1/17 21:15,3.741636992,3.311995506,67.47524261,24.21459007,23.50351906,1,Null
12/1/17 21:20,2.993061543,3.223038197,67.46749115,27.41841507,27.73856926,1,Null
12/1/17 21:25,2.934614897,3.134080887,67.45973206,26.65156555,24.45341301,1,Null
12/1/17 21:30,2.755102873,3.045123339,67.45872498,23.40345383,25.7963028,1,Null
12/1/17 21:35,3.116540909,3.669137955,67.45872498,22.72631073,23.66174316,1,Null
12/1/17 21:40,3.169341326,4.240905285,67.45872498,23.28033066,22.89966011,1,Null
12/1/17 21:45,15.07707882,3.419478178,67.45872498,25.38237381,24.82468605,1,Null
12/1/17 21:50,3.28536582,3.246489048,67.45872498,20.13745117,24.55228996,1,Null
12/1/17 21:55,3.219979763,3.170392752,67.45872498,23.55282974,25.45372391,1,Null
12/1/17 22:00,3.154593945,3.094296694,67.45872498,23.56567383,24.10861969,1,Null
12/1/17 22:05,3.089207888,3.018200636,67.45872498,24.24292946,23.85191917,1,Null
12/1/17 22:10,3.093369484,3.462252855,67.45872498,23.89694595,23.32283974,1,Null
12/1/17 22:15,3.251205206,3.732146263,67.45872498,24.96010971,23.93039894,1,Null
12/1/17 22:20,15.46727085,3.313358068,67.45872498,22.5472374,23.89247704,1,Null
12/1/17 22:25,3.404702663,3.258490324,67.45872498,22.01730537,23.211483,1,Null
12/1/17 22:30,3.179472923,3.20362258,67.45872498,22.78809738,24.80358505,1,Null
12/1/17 22:35,3.062068701,3.148754835,67.45872498,23.78454971,22.01457787,1,Null
12/1/17 22:40,3.023819685,3.093886852,67.45872498,23.58448601,23.40891838,1,Null
12/1/17 22:45,2.985570908,3.767040014,67.45872498,26.68379402,24.92101479,1,Null
12/1/17 22:50,3.056118011,3.725845337,67.45872498,22.14650917,24.40909195,1,Null
12/1/17 22:55,15.18941879,3.28601408,67.45872498,21.16960716,24.06940842,1,Null
12/1/17 23:00,3.778198481,3.219958782,67.45872498,23.33363724,24.57641029,1,Null
12/1/17 23:05,3.332037926,3.153903723,67.45872498,23.05270386,25.66123581,1,Null
12/1/17 23:10,3.222682953,3.087848425,67.45872498,26.00701714,28.67181778,1,Null
12/1/17 23:15,3.113327742,3.021793365,67.45872498,24.10337448,27.25843048,1,Null
12/1/17 23:20,3.00397253,3.775509357,67.45872498,21.48996162,24.36457443,1,Null
12/1/17 23:25,3.17001915,3.593639374,67.45872498,24.2080822,22.87771225,1,Null
12/1/17 23:30,14.92154503,3.239318848,67.45872498,22.6150589,23.7663784,1,Null
12/1/17 23:35,3.508733988,3.182079792,67.45872498,20.47165108,26.81529617,1,Null
12/1/17 23:40,3.403013229,3.124840736,67.45872498,24.16598701,26.15088272,1,Null
12/1/17 23:45,3.297292709,3.067601681,67.45872498,22.54538536,25.53389359,1,Null
12/1/17 23:50,3.191571951,3.010362625,67.45872498,24.01047516,25.13923645,1,Null
12/1/17 23:55,3.085851192,3.527779579,67.45872498,25.97565651,23.82178307,1,Null
12/2/17 0:00,2.980130434,3.704590797,67.45872498,23.72394943,23.48653412,1,Null
12/2/17 0:05,15.77142334,3.376660347,67.45872498,20.45140266,24.11026955,1,Null
12/2/17 0:10,3.309071064,3.048729897,67.45872498,21.57668304,25.02259636,1,Null
12/2/17 0:15,3.085775852,2.922308207,67.45872498,23.48503494,21.98524094,1,Null
12/2/17 0:20,3.061286449,2.939821482,67.45872498,24.42097473,23.69515419,1,Null
12/2/17 0:25,3.036797047,2.957334757,67.45872498,19.6005497,25.60580444,1,Null
12/2/17 0:30,3.012307405,3.615196705,67.45872498,23.92329025,25.49564171,1,Null
12/2/17 0:35,2.987818003,4.158478737,67.45872498,24.73421097,21.48845482,1,Null
12/2/17 0:40,15.86933136,3.473424673,67.45872498,24.13331223,22.72230911,1,Null
12/2/17 0:45,3.360854387,3.37953949,67.45872498,24.42634392,24.882658,1,Null
12/2/17 0:50,3.216716051,3.285654068,67.45872498,21.14241219,25.62275696,1,Null
12/2/17 0:55,3.072577715,3.191768885,67.45872498,24.66380501,25.20936394,1,Null
12/2/17 1:00,3.029653788,3.097883701,67.45872498,22.26944542,26.79570198,1,Null
